,Unnamed: 0,Time,User,Location,Tweet,subjectivity,polarity,TBsentiment,vader_compound,VADERsentiment
73,73,2022-04-21 17:24:03,Nande_24,Namibia,"guys lunch room builders contractors , sure swapo bad say , let give chance let give sometime",0.7777777777777777,-0.09999999999999992,Negative,-0.0516,Negative
74,74,2022-04-21 16:47:25,NerdCage9,Namibia,building swapo offices int districts ?,0.0,0.0,Neutral,0.0,Neutral
75,75,2022-04-21 16:15:11,TheNamibian,"Windhoek, Namibia",former cabinet minister erkki nghimtina says spent n 300 000 n 400 000 build swapo district office edundja village ohangwena region.,0.05,-0.05,Negative,0.0,Neutral
76,76,2022-04-21 14:22:58,ApollosH,Namibia,"immanuel pity pg one telling us money lost instead asking look , fima , iha twiilongosha ndishi , swapo killing country",0.2,-0.1,Negative,-0.836,Negative
77,77,2022-04-21 12:15:56,PhiwaNk,"Johannesburg, South Africa","support comes anc alliance ssn sdc may refuse acknowledge. government fails give kind support may long like zanu pf , bdp , pf swapo bothered levels .",0.5333333333333333,0.01666666666666666,Positive,0.6124,Positive
78,78,2022-04-21 10:30:46,NBCDigitalNews,"Windhoek, Namibia","police kavango east region stopped move residents mashare constituency forcefully close councillor ' office. residents accused constituency swapo party councillor philipus mavara incompetency , allegedly failed ...",0.3,-0.5,Negative,-0.5719,Negative
79,79,2022-04-21 10:06:50,abilem25,windhoek,"nbc useless , employee went strike last year several times. worried reporting matter. obviously nbc would wish namibian see ' something wrong neff doing. nbc like swapo represent interest .",0.3333333333333333,-0.2,Negative,-0.0772,Negative
80,80,2022-04-21 08:15:53,NewEraNewspaper,Namibia,"swapo secretary general sophia shaningwa described 19 deadly virus , greatly affected ruling party financially.",0.4125,0.1625,Positive,0.2665,Positive
81,81,2022-04-21 08:07:55,NerdCage9,Namibia,"civil servants , ' forget failed , corrupt bankrupt hage geingob administration us. deserve pay rise economic troubling times ' it. ever vote swapo , suffer forever. change painful worth .",0.5,-0.24,Negative,-0.9531,Negative
82,82,2022-04-21 08:01:49,hotstuff______,Namibia,"namibia , nation ' best interests heart like help people , automatically enemy swapo .",0.3,1.0,Positive,0.9022,Positive
83,83,2022-04-21 07:59:35,abilem25,windhoek,"reason celebrate , zero millionaire. swapo transforming guys life .",0.0,0.0,Neutral,0.5719,Positive
84,84,2022-04-21 06:48:09,ApollosH,Namibia,"education system collapsed way back swapo gave useless people , dr abraham",0.1,-0.25,Negative,-0.5994,Negative
85,85,2022-04-20 20:55:16,asser_08,swakopmund,"onawa , jumping , left center , jus let swapo",0.05,-0.05,Negative,0.0,Neutral
86,86,2022-04-20 17:44:59,NBCDigitalNews,"Windhoek, Namibia","swapo mp national assembly dr. tobie aupindi says mining sector potential increase revenue create new industries. however , raised concern budget allocation ministry mines energy enough. #nbcnews",0.6515151515151515,0.04545454545454545,Positive,0.6705,Positive
87,87,2022-04-20 14:58:38,0changeculture,Namibia,join swapo become millionaire 10 days,0.0,0.0,Neutral,0.296,Positive
88,88,2022-04-20 13:20:10,Tafiez,"Harare, Zimbabwe",kalimbwe swapo never worked opposition lusaka oust unip. must selective learn past generation .,0.25,-0.25,Negative,0.0,Neutral
89,89,2022-04-20 12:53:09,Mikka_905,Walvis Bay,blame swapo,0.0,0.0,Neutral,-0.34,Negative
90,90,2022-04-20 12:31:06,el_dme_363,Namibia,gucci swapo,0.0,0.0,Neutral,0.0,Neutral
91,91,2022-04-20 12:01:53,Boickie_na,Namibia,"always stubborn people vote swapo , ' reason ' going forward. popyeni noonyokulu also please tired",0.7,-0.4,Negative,-0.5106,Negative
92,92,2022-04-20 11:44:43,Shikulo25,Oshakati,"swapo united , hard work ahead 32 years later still singing song ?",0.2708333333333333,-0.14583333333333334,Negative,0.34,Positive
93,93,2022-04-20 11:44:10,ShituulaEufemia,Windhoek Namibia,' allow anyone make us hate house swapo home,0.9,-0.8,Negative,-0.4215,Negative
94,94,2022-04-20 11:27:05,hagegeingob,Namibia,today opo transformed swapo make inclusive namibian organization instead regional organization. therefore celebrate 62 years people party. happy 62 birthday vanguard people party. swapo united hard work ahead .,0.7708333333333333,0.25416666666666665,Positive,0.9349,Positive
95,95,2022-04-20 11:06:45,Baas_Barry,"Windhoek, Namibia",' leather store access park cpt near kc sell swapo leather jackets ! random !,0.45,-0.25,Negative,0.0,Neutral
96,96,2022-04-20 10:57:01,LoudimaD,Namibia,"' say , swapo really fumbled bag selling jackets. drip never denied",0.2,0.2,Positive,0.3412,Positive
97,97,2022-04-20 10:53:03,EagleFMNam,Namibia,"tuesday , swapo president hage geingob said ruling party ' governance efforts past 32 years since independence ensured banishment spectre apartheid brutality. added still needs done ensure",0.25,-0.25,Negative,0.0772,Positive
98,98,2022-04-20 10:35:38,Uncertified404,South Africa,"kalimbwe anc , zapu swapo spent time crime lusaka , robbing amd murdering citizens ?",0.1,-0.1,Negative,-0.8316,Negative
99,99,2022-04-20 09:42:33,NewEraNewspaper,Namibia,founding president sam nujoma called swapo party women council transform formidable force reckoned namibian society far women children matters concerned.,1.0,0.1,Positive,0.4215,Positive
100,100,2022-04-20 09:15:48,namibiansun,Namibia ,president hage geingob yesterday waxed lyrical achievement ruling party swapo turned 62 yesterday retired party veterans argued former liberation movement become economic opportunism corruption.,0.1,0.1,Positive,0.5106,Positive
101,101,2022-04-20 09:05:16,edson_zvada,Namibia,"anc , swapo zanu pf losing support bases. people fed unemployment , corruption nepotism",0.0,0.0,Neutral,-0.4215,Negative
102,102,2022-04-20 08:38:52,EagleFMNam,Namibia,"eagle fm talks helmut angula swapo past , present future. join wonder 16h30 18h30 home run today.",0.125,-0.08333333333333333,Negative,0.296,Positive
103,103,2022-04-20 07:36:13,TheNamibian,"Windhoek, Namibia","swapo secretary general sophia shaningwa hit back questioning defence party , official opening swapo ' oshikango district office tuesday afternoon.",0.25,0.02500000000000001,Positive,0.4019,Positive
104,104,2022-04-20 06:41:45,AsserNtinda,"Windhoek, Namibia",like egg vali ? thought swapo solid rock !,0.1,0.0,Neutral,0.5255,Positive
105,105,2022-04-20 06:03:43,Professy92,...in your blind spot ,safe except swapo filter. redder flag ..,0.5,0.5,Positive,0.4404,Positive
106,106,2022-04-20 05:49:56,1Maparambo,,morning. president need help country namibia . ' poverty corruption swapo government . oil gas resources poor namibia suffering. help us itearm development country please,0.6,-0.4,Negative,-0.4215,Negative
107,107,2022-04-20 01:57:10,Aupa_shikongo,"walvisbay,Namibia ","sleeping cattles foods still going make noise saying viva swapo viva hage using smll amount energy tht got eating 1 spoon soft porridge hon hage others eating want , sleeping upstairs ?",0.35,0.1,Positive,0.34,Positive
108,108,2022-04-19 22:06:10,iWeyulu_Shiweda,Windhoek,"mesophia se otuna manga eproblem domanchester united , swapo well hold",0.0,0.0,Neutral,0.5994,Positive
109,109,2022-04-19 21:20:32,__nel_son__,Namibia ,swapo headcounters,0.0,0.0,Neutral,0.0,Neutral
110,110,2022-04-19 21:20:23,emerentsian,Namibia ,shackez95 know swapo member please meme,0.0,0.0,Neutral,0.3182,Positive
111,111,2022-04-19 20:55:28,Kaunda_Pandaman,Namibia,"swapo elimo nayi ku hage lou lou , made plan show nuuyoma true king is. ' blindly follow sinking ship",0.6583333333333333,-0.07500000000000001,Negative,0.4215,Positive
112,112,2022-04-19 20:54:31,sinut69,Namibia,"way go , boers spoed swapo nunw 32 good years , viva brave son namibia standing poor black compatriots mistreated capitalist whilst black elites grn eating whites foreigners , ranga , muniaro",0.6133333333333335,0.15333333333333338,Positive,0.4939,Positive
113,113,2022-04-19 20:26:25,mtp_taapopi,"Windhoek, Namibia","straightforward message , line popular general mood continent self determination national independence swapo party formed , progressive liberation movement .",0.5916666666666667,0.3416666666666666,Positive,0.802,Positive
114,114,2022-04-19 20:00:55,Tukaleni_Nawa,Windhoek ,shackez95 treat swapo like egg,0.0,0.0,Neutral,0.6369,Positive
115,115,2022-04-19 19:49:11,SN_SN311,Eenhana,swapo myth one day,0.0,0.0,Neutral,0.0,Neutral
116,116,2022-04-19 19:45:51,SWAPONamibia,Windhoek,"message excellency dr. , president republic namibia president swapo party occasion 62nd anniversary swapo party #onlyswapo #swapo #swapo62",0.0,0.0,Neutral,0.836,Positive
117,117,2022-04-19 19:18:08,LilJ_na,Namibia,neeh man already man stop swapo,0.0,0.0,Neutral,-0.296,Negative
118,118,2022-04-19 18:42:53,laaaities,Windhoek,ano swapo require much defending ?,0.2,0.2,Positive,0.0,Neutral
119,119,2022-04-19 18:34:21,Niipale_Pandeni,Walvis Bay,happy birthday mighty swapo party ..,0.95,0.6000000000000001,Positive,0.7506,Positive
120,120,2022-04-19 17:01:08,TheNamibian,"Windhoek, Namibia",swapo secretary general sophia shaningwa says swapo treated care like egg.,0.5,0.05000000000000002,Positive,0.6908,Positive
121,121,2022-04-19 16:53:24,Thomas_Uugw,Namibia,tweet reveal swapo supporters anyway also want office national headquarters,0.0,0.0,Neutral,0.4939,Positive
122,122,2022-04-19 16:31:49,TheNamibian,"Windhoek, Namibia",swapo party women ' council spwc secretary fransina kahungu committed training future political leaders party today celebrated 62nd birthday.,0.325,0.11666666666666665,Positive,0.8807,Positive
123,123,2022-04-19 16:31:24,sinut69,Namibia,"namibians , swapo treat namibians like eggs like shit , every week passes insulted swapo dictators , time come , maybe change like dta venaani start eating ruling party time 2024 ...",0.8,-0.2,Negative,0.6124,Positive
124,124,2022-04-19 15:42:55,Elias_elicx,Namibia,start treating swapo like egg know someone aromat,0.0,0.0,Neutral,0.3612,Positive
125,125,2022-04-19 15:11:07,AaronBeeK,Windhoek,"swapo 60 , must retire get penjen go home",0.0,0.0,Neutral,0.0,Neutral
126,126,2022-04-19 14:57:43,MathewsFCBarca,Windhoek,swapo barcelona,0.0,0.0,Neutral,0.0,Neutral
127,127,2022-04-19 14:15:21,Nhombas95,"Namibia,Windhoek","gave birth group monsters , call swapo leaders tuu ? ?",0.0,0.0,Neutral,0.0,Neutral
128,128,2022-04-19 14:13:53,MbuiKandjoze,Namibia - Omaheke Reg,happy 62nd birthday swapo party grande old vanguard movement.,0.6,0.45,Positive,0.7506,Positive
129,129,2022-04-19 12:57:17,Tall__Duke,Eenhana,"swapo handclappers , comrades looking defenders.",0.0,0.0,Neutral,0.0772,Positive
130,130,2022-04-19 12:37:16,abilem25,windhoek,last time something good country 1 april 1989. swapo 1 april 1989 misery us future generations. money blood nothing,0.2638888888888889,0.2333333333333333,Positive,-0.2023,Negative
131,131,2022-04-19 12:26:07,Aksertheboiler,Namibia,symptoms dangerous girlfriend 1. iphone 13 2. natural hair 3. size 5 4. drinks carling black label 5. smokes hubbly 6. tattoos chest 7. swapo filter,0.5777777777777778,-0.2222222222222222,Negative,-0.1531,Negative
132,132,2022-04-19 12:17:55,EmmaTheofelus,"Windhoek, Namibia",today opo transformed swapo make inclusive namibian organization instead regional organization. therefore celebrate 62 years people party. happy 62 birthday vanguard people party. swapo united hard work ahead.,0.7708333333333333,0.25416666666666665,Positive,0.9349,Positive
133,133,2022-04-19 11:58:56,Benedick_M_Louw,"Windhoek, Namibia","meme sg must stop tippytoeing come say chest swapo need calibre ar activists. ' known fact celebrities proximity power fail defend party , preoccupied stomach ideological political empty heads.",0.3,-0.19999999999999998,Negative,-0.5859,Negative
134,134,2022-04-19 11:54:09,namibiansun,Namibia ,swapo factions oshana region smoke peace pipe eleventh hour regional coordinator samuel nelongo canceled planned party birthday festivities netumbo nandi ndaitwah scheduled key speaker.,1.0,0.0,Neutral,0.8519,Positive
135,135,2022-04-19 10:44:17,Dangerousgroun2,Namibia,swapo grandfather,0.0,0.0,Neutral,0.0,Neutral
136,136,2022-04-19 10:15:04,Daaalllas,Namibia,"china russia cold war time see eye eye. china supported apartheid aligned fnla unita angola war umkhoto wesizwe , swapo , mpla cuba.",1.0,-0.6,Negative,-0.7579,Negative
137,137,2022-04-19 10:04:46,TheNamibian,"Windhoek, Namibia","party needs real defenders , pretenders. want young people take care party , shaningwa said swapo 62nd anniversary celebrations oshakati sunday. get namibian today !",0.35000000000000003,0.1625,Positive,0.8588,Positive
138,138,2022-04-19 09:56:31,MevrouS,Namibia,mistake thinking everybody worship swapo born free ! !,0.8,0.625,Positive,0.5696,Positive
139,139,2022-04-19 09:52:46,NewEraNewspaper,Namibia,"swapo turns 62 years today , secretary general sophia shaningwa urged members protect treat party egg become fragile vulnerable due divisions infighting.",0.46875,-0.14375,Negative,0.7269,Positive
140,140,2022-04-19 09:48:01,ZimmexNyana,ðŸ‡³ðŸ‡¦Grootfontein Namibia,swapo founded day,0.0,0.0,Neutral,0.0,Neutral
141,141,2022-04-19 09:46:06,tukondjeni,Namibia,"swapo public relation government public relation. passion whatsoever development narrative , stone face silence. inexplicable. seriously born frees believes whatever written namibian sun etc. impressionable know better .",0.44000000000000006,-0.08666666666666667,Negative,0.765,Positive
142,142,2022-04-19 09:44:06,TheNamibian,"Windhoek, Namibia","swapo secretary general sophia shaningwa said division , factionalism disunity entertained swapo. also warned members party jealously protect it. buy namibian !",0.5,0.06250000000000003,Positive,0.4926,Positive
143,143,2022-04-19 09:42:44,SilasNdakolo,Namibia,"blame public relations team swapo , tell good things swapo done independence. wonder day day basis .",0.33333333333333337,0.35,Positive,0.128,Positive
144,144,2022-04-19 09:31:50,MevrouS,Namibia,"mekondjo cases , complaints even taken serious government. complained vaccines , vaccinated. complained swapo , vote it. complained swapo yet one majority swapo voters.",0.31666666666666665,-0.30833333333333335,Negative,-0.8779,Negative
145,145,2022-04-19 09:27:59,EagleFMNam,Namibia,"swapo ' oshana regional coordinator , samuel nelongo , last friday said would attend drive event sunday , says meeting swapo secretary general sophia shaningwa resolved differences.",0.2833333333333333,0.02500000000000001,Positive,0.1779,Positive
146,146,2022-04-19 09:17:45,AsserNtinda,"Windhoek, Namibia","cde , ask pres question prepare swapo elective congress held later year , please tell still united slate 2017 congress ? earlier better ! bad ask.",0.41666666666666663,-0.01874999999999996,Negative,0.5848,Positive
147,147,2022-04-19 09:14:58,Daaalllas,Namibia,vulnerable people getting vouchers use agra instead drought relief packages doorsteps ? people need spend money transport go shops. swapo people even bother think anymore. even owns aggra ?,0.5,-0.5,Negative,-0.1431,Negative
